S_Moisture,T2M_MIN,WS10M_MIN,W_Level,PRECTOT,RES
27.70815120909379,22.85,2.71,0,14.213967772076519,0
27.70815120909379,24.9,1.03,0,14.213967772076519,0
27.70815120909379,27.3,0.61,0,14.213967772076519,0
27.70815120909379,25.91,0.8,0,14.213967772076519,0
27.70815120909379,25.45,1.24,0,14.213967772076519,0
27.70815120909379,24.64,2.0,0,14.213967772076519,0
27.70815120909379,24.46,3.05,0,14.213967772076519,0
27.70815120909379,25.22,4.8,0,14.213967772076519,0
27.70815120909379,24.07,4.93,0,14.213967772076519,0
27.70815120909379,25.04,4.78,0,14.213967772076519,0
27.70815120909379,24.03,2.48,0,14.213967772076519,0
27.70815120909379,23.93,2.89,0,14.213967772076519,0
27.70815120909379,22.5,2.64,0,14.213967772076519,0
27.70815120909379,24.83,3.09,0,14.213967772076519,0
27.70815120909379,24.33,2.09,0,14.213967772076519,0
27.70815120909379,27.1,2.58,0,14.213967772076519,0
27.70815120909379,26.67,2.24,0,14.213967772076519,0
27.70815120909379,27.15,2.74,0,14.213967772076519,0
24.514955010052056,26.71,2.41,0,2.990363723902866,0
27.70815120909379,25.56,1.14,0,14.213967772076519,0
27.70815120909379,27.75,0.16,0,14.213967772076519,0
29.156383865684614,27.19,2.21,0,14.833492756237282,0
27.70815120909379,26.62,2.55,0,14.213967772076519,0
27.70815120909379,26.92,4.38,0,14.213967772076519,0
27.70815120909379,26.59,3.82,0,14.213967772076519,0
27.70815120909379,27.48,3.36,0,14.213967772076519,0
27.70815120909379,28.22,2.86,0,14.213967772076519,0
27.70815120909379,28.61,3.19,0,14.213967772076519,0
27.70815120909379,26.1,2.95,0,14.213967772076519,0
27.70815120909379,26.14,2.07,0,14.213967772076519,0
27.70815120909379,27.37,2.48,0,14.213967772076519,0
27.70815120909379,27.76,4.15,0,14.213967772076519,0
27.70815120909379,25.91,3.54,0,14.213967772076519,0
27.70815120909379,26.94,3.77,0,14.213967772076519,0
27.70815120909379,27.4,3.57,0,14.213967772076519,0
27.70815120909379,28.08,4.16,0,14.213967772076519,0
27.70815120909379,25.66,2.72,0,14.213967772076519,0
27.70815120909379,29.36,2.49,0,14.213967772076519,0
27.70815120909379,31.13,1.67,0,14.213967772076519,0
27.70815120909379,29.6,2.33,0,14.213967772076519,0
27.70815120909379,29.7,3.07,0,14.213967772076519,0
27.70815120909379,28.0,4.95,0,14.213967772076519,0
27.70815120909379,27.57,5.57,0,14.213967772076519,0
27.70815120909379,27.79,5.82,0,14.213967772076519,0
27.70815120909379,28.61,7.83,0,14.213967772076519,0
27.70815120909379,28.76,7.95,0,14.213967772076519,0
27.70815120909379,29.05,8.44,0,14.213967772076519,0
27.70815120909379,28.74,6.83,0,14.213967772076519,0
27.70815120909379,27.16,3.05,0,14.213967772076519,0
27.70815120909379,27.68,3.88,0,14.213967772076519,0
27.70815120909379,27.09,3.38,1,14.213967772076519,0
12.865383643836285,30.12,5.46,1,3.7952404529004404,0
14.21115404235766,30.09,5.12,1,3.0296544363238094,0
27.70815120909379,28.58,5.46,1,14.213967772076519,0
21.74270575386065,29.1,5.89,1,1.3684951323764019,0
50.70740433169404,28.52,5.5,1,17.77172966968985,1
28.72763390568992,27.48,2.07,1,15.009539295279321,1
24.127864366820607,25.59,2.24,1,1.2522604211209485,0
27.70815120909379,26.03,2.11,1,14.213967772076519,0
27.70815120909379,26.08,1.79,1,14.213967772076519,0
27.70815120909379,27.13,0.06,1,14.213967772076519,0
27.70815120909379,27.79,2.63,1,14.213967772076519,0
27.70815120909379,27.94,1.9,1,14.213967772076519,0
27.47114533178759,28.17,4.41,1,2.631033527126232,0
17.912452282801414,28.48,1.58,1,4.1531424584601435,0
16.880832621952102,27.69,0.91,1,7.571782129273506,0
22.742375041200546,26.91,1.39,1,2.556151348524399,0
27.70815120909379,28.1,2.2,1,14.213967772076519,0
27.70815120909379,30.39,1.98,1,14.213967772076519,0
27.70815120909379,29.99,3.7,1,14.213967772076519,0
27.70815120909379,28.87,5.84,1,14.213967772076519,0
12.235938577962234,28.99,5.41,1,9.363901080284904,0
14.147592656852956,28.73,5.71,1,4.147487232548512,0
29.156383865684614,29.22,5.6,1,14.833492756237282,0
15.299100850753266,29.6,2.57,1,1.0375863888190513,0
26.563791867556425,30.52,2.76,1,2.730612720765301,0
23.059355237343002,30.25,4.39,1,1.348722330491488,0
29.156383865684614,29.53,5.87,1,14.833492756237282,0
27.70815120909379,29.28,5.77,1,14.213967772076519,0
27.70815120909379,29.36,6.16,1,14.213967772076519,0
27.70815120909379,29.26,3.94,1,14.213967772076519,0
14.423458313216386,29.95,2.45,1,6.971569342766078,0
29.390800412492837,29.69,1.42,1,10.340351919551118,0
25.056217645830692,27.73,0.31,1,26.86099207724925,2
28.140134075888767,27.63,1.11,1,13.821026326137007,1
22.000213937754005,26.34,2.14,1,6.450516189729522,0
14.013770215194334,27.32,1.4,1,7.236669641663661,0
20.485996073932817,26.77,1.87,1,10.30146281685039,0
24.73915489260983,27.32,2.14,1,1.5599162424589443,0
29.846273097396985,27.59,3.96,1,5.687833818531362,0
18.052783065708763,27.27,5.91,1,3.781564408346882,0
12.778342474126847,26.61,6.16,1,2.7264420020885174,0
14.21115404235766,26.62,4.89,1,3.0296544363238094,0
29.397169264839803,26.8,3.2,1,4.762281920211075,0
26.343460378100357,26.47,2.47,1,4.106230362224119,0
16.260823318290154,27.18,1.52,1,2.17606720331778,0
22.354316723705484,27.61,0.7,1,4.863336782092908,0
19.975417119417475,27.4,1.44,1,5.434805619024145,0
17.22455691158866,28.05,3.55,1,2.8573253067818647,0
19.975417119417475,27.6,3.61,1,5.434805619024145,0
29.89681795759793,27.68,2.26,1,6.991482476774288,0
41.19627699213526,26.8,1.9,1,24.94268488433943,2
29.73177687109808,26.12,2.45,1,15.010768281055588,1
26.928547825130487,25.9,1.81,1,21.93619811026851,2
45.67336782849534,25.7,3.16,1,34.81025387326854,2
29.87674328757105,26.01,0.42,1,16.267600123122488,1
19.408240348525123,26.17,0.27,1,6.715144112452491,0
27.47114533178759,25.57,3.33,1,2.631033527126232,0
30.94456560435127,25.29,2.68,1,5.438497180649984,0
17.154902801764074,25.89,2.55,1,4.345149881546528,0
47.86864364493329,25.59,0.41,1,16.29699373738712,1
38.43078459300603,25.88,1.14,0,25.098024924449334,2
48.23567773272608,26.03,1.16,0,24.65916181301244,2
31.24703102662093,25.69,2.78,0,29.775427977648857,2
32.86749092320163,25.75,5.08,0,20.65946108820712,2
14.688539431959162,25.17,2.85,0,2.0526799643977984,0
15.807455380127704,25.44,2.06,0,4.655089727531831,0
74.23937032218439,25.26,2.57,0,50.31004940989876,3
38.878517319022066,25.88,0.25,0,32.50598143676821,2
28.890690406232352,25.58,2.46,0,1.8730314767546852,0
27.15936364596212,24.74,2.58,0,3.880375880349857,0
17.356254356772016,25.43,2.27,0,2.5447714614497166,0
21.5553078888944,26.3,1.28,0,2.4148310176580474,0
12.569642096065587,25.97,1.14,0,2.903455701154201,0
15.118224422709336,25.1,1.57,0,4.322618188022951,0
30.867026161005807,25.29,1.74,0,3.1321938498724258,0
27.951742269934297,25.89,1.79,0,1.6583509081636776,0
12.728856567788545,25.97,2.07,0,2.202388342875446,0
25.825687150119943,25.86,1.77,0,9.438736838646188,0
20.590093271677876,25.63,2.32,0,1.7915688995402859,0
28.31216378116441,25.41,2.59,0,3.16126770783677,0
16.25166176540759,25.24,2.39,0,1.2462518403486649,0
29.54133429612853,25.03,3.09,0,1.7978299686457233,0
20.405116004412925,25.33,3.72,0,3.2509277982064892,0
13.208105218632982,25.04,3.19,0,1.7528386340788533,0
26.81446610398933,24.72,1.48,0,2.9885701692919073,0
27.91589586013677,26.0,0.38,0,10.581985359504742,0
28.675897068965906,25.6,0.42,0,8.097619508937532,0
12.275453480680726,26.94,0.08,0,7.89832954964224,0
18.512959635098287,25.93,0.96,0,14.94454872043284,1
17.52473263153784,26.17,0.36,0,6.756186797268347,0
24.195463787860433,25.45,1.68,0,8.2289985014988,0
49.659404451784155,24.91,0.69,0,35.14175074409195,0
27.08942302903295,25.61,2.14,0,2.4388320696312795,0
19.779468082109023,25.83,1.94,0,2.4509193506832285,0
17.597855969760342,26.09,2.14,0,2.204760352537516,0
14.772086338061856,25.18,1.62,0,4.608689409158511,0
26.574255541739834,24.99,1.5,0,3.375414473858075,0
26.852475131794574,25.04,1.8,0,5.441438753374868,0
26.319818771107844,25.43,1.6,0,13.386853253167196,0
44.465242992471936,24.74,1.49,0,22.663556276348082,0
46.60141801695711,24.66,0.24,0,13.653225718365555,0
22.83567008964018,24.24,4.42,0,13.123316912613259,0
27.226592027147692,25.22,3.07,0,7.840342461147886,0
30.623295813814224,24.45,2.08,0,19.92018690189716,0
14.013196970676455,24.5,1.77,0,4.197837206623881,0
15.353196926712195,24.39,0.22,0,5.358304016629699,0
14.491234860807015,24.18,1.36,0,10.408967373282758,0
28.517740354183196,24.0,0.21,0,2.811504307155821,0
27.70815120909379,22.73,1.1,0,14.213967772076519,0
27.70815120909379,22.08,0.84,0,14.213967772076519,0
27.70815120909379,22.86,1.32,0,14.213967772076519,0
27.70815120909379,22.43,1.7,0,14.213967772076519,0
27.70815120909379,21.88,2.2,0,14.213967772076519,0
27.70815120909379,22.17,1.11,0,14.213967772076519,0
27.70815120909379,19.93,0.98,0,14.213967772076519,0
27.70815120909379,20.98,0.62,0,14.213967772076519,0
27.70815120909379,21.61,0.39,0,14.213967772076519,0
27.70815120909379,21.92,1.52,0,14.213967772076519,0
27.70815120909379,22.97,0.81,0,14.213967772076519,0
23.491730694518708,24.24,0.66,0,1.080152773672954,0
12.875963190052051,23.36,0.36,0,8.789573762286869,0
27.70815120909379,22.48,1.25,0,14.213967772076519,0
27.70815120909379,22.72,0.13,0,14.213967772076519,0
27.70815120909379,22.98,0.92,0,14.213967772076519,0
27.70815120909379,22.69,0.42,0,14.213967772076519,0
27.70815120909379,22.95,0.57,0,14.213967772076519,0
27.70815120909379,22.48,1.38,0,14.213967772076519,0
27.70815120909379,20.9,0.55,0,14.213967772076519,0
27.70815120909379,21.24,0.23,0,14.213967772076519,0
27.70815120909379,19.66,2.21,0,14.213967772076519,0
18.476164506354124,20.13,2.6,0,5.097600315934509,0
30.544395837081968,22.15,1.61,0,3.803720435756452,0
16.327748471188592,21.69,0.02,0,1.1812137346495521,0
27.70815120909379,22.57,0.62,0,14.213967772076519,0
27.70815120909379,22.98,0.52,0,14.213967772076519,0
27.70815120909379,22.65,0.19,0,14.213967772076519,0
27.70815120909379,20.87,0.4,0,14.213967772076519,0
27.70815120909379,21.18,0.82,0,14.213967772076519,0
29.156383865684614,22.02,2.28,0,14.833492756237282,0
29.156383865684614,23.08,2.34,0,14.833492756237282,0
12.235938577962234,23.83,2.3,0,9.363901080284904,0
27.70815120909379,22.59,0.31,0,14.213967772076519,0
27.70815120909379,20.7,1.8,0,14.213967772076519,0
12.728856567788545,19.93,2.0,0,2.202388342875446,0
14.21115404235766,19.52,1.01,0,3.0296544363238094,0
27.70815120909379,19.31,0.89,0,14.213967772076519,0
27.70815120909379,19.66,0.32,0,14.213967772076519,0
27.70815120909379,21.61,0.3,0,14.213967772076519,0
27.70815120909379,20.78,0.18,0,14.213967772076519,0
24.98554719757444,20.42,0.77,0,3.2890253543599317,0
19.153415366209813,19.7,2.24,0,15.000012756401176,0
27.70815120909379,18.69,2.91,0,14.213967772076519,0
27.70815120909379,17.95,0.8,0,14.213967772076519,0
27.70815120909379,17.54,1.35,0,14.213967772076519,0
27.70815120909379,16.96,2.06,0,14.213967772076519,0
27.70815120909379,16.6,0.43,0,14.213967772076519,0
27.70815120909379,17.44,0.36,0,14.213967772076519,0
27.70815120909379,17.55,1.56,0,14.213967772076519,0
27.70815120909379,17.26,2.76,0,14.213967772076519,0
27.70815120909379,17.08,3.2,0,14.213967772076519,0
29.531371424809546,21.46,2.6,0,3.556021737098639,0
29.689462727737784,22.83,0.9,0,1.4997520674471627,0
29.147147422674927,22.91,1.11,0,17.80543738878824,0
20.020979945903584,22.24,1.92,0,4.5106672670930825,0
16.500536042984905,21.09,0.86,0,5.273130055310213,0
20.509834595021104,19.86,0.57,0,3.250334556331004,0
26.252589345209678,20.66,1.98,0,3.5421951121289155,0
19.408240348525123,20.73,2.03,0,6.715144112452491,0
28.813371265333746,21.16,1.88,0,7.032898693401395,0
27.79576950160915,18.77,2.75,0,1.3086412023354481,0
27.70815120909379,16.17,2.28,0,14.213967772076519,0
27.70815120909379,14.45,1.77,0,14.213967772076519,0
27.70815120909379,14.39,0.94,0,14.213967772076519,0
23.275863493514272,18.99,0.12,0,10.202092937479195,0
27.415788797183065,17.57,1.78,0,6.88471875691944,0
30.879831846401512,18.67,2.04,0,2.2566620132659163,0
27.70815120909379,18.55,2.63,0,14.213967772076519,0
27.70815120909379,15.03,2.71,0,14.213967772076519,0
27.70815120909379,13.54,2.14,0,14.213967772076519,0
27.70815120909379,12.62,1.4,0,14.213967772076519,0
27.70815120909379,15.09,1.21,0,14.213967772076519,0
27.70815120909379,14.81,1.25,0,14.213967772076519,0
27.70815120909379,13.8,0.34,0,14.213967772076519,0
27.70815120909379,13.92,2.56,0,14.213967772076519,0
27.70815120909379,13.36,1.5,0,14.213967772076519,0
27.70815120909379,12.43,0.43,0,14.213967772076519,0
27.70815120909379,12.83,0.66,0,14.213967772076519,0
27.70815120909379,14.14,0.45,0,14.213967772076519,0
27.70815120909379,13.46,1.99,0,14.213967772076519,0
27.70815120909379,11.56,2.62,0,14.213967772076519,0
27.70815120909379,10.09,3.13,0,14.213967772076519,0
27.70815120909379,8.97,3.41,0,14.213967772076519,0
27.70815120909379,8.58,2.1,0,14.213967772076519,0
27.70815120909379,9.29,1.44,0,14.213967772076519,0
27.70815120909379,9.16,0.6,0,14.213967772076519,0
27.70815120909379,11.33,0.53,0,14.213967772076519,0
27.70815120909379,10.25,0.19,0,14.213967772076519,0
27.70815120909379,10.97,0.39,0,14.213967772076519,0
27.70815120909379,12.03,0.13,0,14.213967772076519,0
27.70815120909379,11.94,0.48,0,14.213967772076519,0
27.70815120909379,9.93,1.49,0,14.213967772076519,0
27.70815120909379,9.63,1.34,0,14.213967772076519,0
27.70815120909379,10.33,0.44,0,14.213967772076519,0
27.70815120909379,10.57,0.66,0,14.213967772076519,0
27.70815120909379,11.04,1.12,0,14.213967772076519,0
27.70815120909379,11.28,1.72,0,14.213967772076519,0
27.70815120909379,8.81,2.19,0,14.213967772076519,0
27.70815120909379,9.86,0.96,0,14.213967772076519,0
27.70815120909379,10.67,1.9,0,14.213967772076519,0
24.205362746591128,15.98,0.98,0,2.068846549673612,0
18.12178872371117,15.04,0.9,0,3.7430313275538016,0
27.70815120909379,11.27,2.18,0,14.213967772076519,0
27.70815120909379,10.09,0.54,0,14.213967772076519,0
27.70815120909379,8.34,2.21,0,14.213967772076519,0
27.70815120909379,7.08,1.61,0,14.213967772076519,0
27.70815120909379,7.11,2.28,0,14.213967772076519,0
27.70815120909379,7.3,2.85,0,14.213967772076519,0
27.70815120909379,7.53,2.59,0,14.213967772076519,0
27.70815120909379,6.6,0.83,0,14.213967772076519,0
27.70815120909379,8.26,0.33,0,14.213967772076519,0
27.70815120909379,8.74,0.91,0,14.213967772076519,0
27.70815120909379,6.78,3.41,0,14.213967772076519,0
27.70815120909379,6.34,2.03,0,14.213967772076519,0
27.70815120909379,7.49,0.96,0,14.213967772076519,0
27.70815120909379,12.7,0.21,0,14.213967772076519,0
27.70815120909379,12.17,1.5,0,14.213967772076519,0
27.70815120909379,11.66,1.96,0,14.213967772076519,0
27.70815120909379,8.09,2.69,0,14.213967772076519,0
27.70815120909379,6.08,2.22,0,14.213967772076519,0
27.70815120909379,8.33,1.34,0,14.213967772076519,0
27.70815120909379,11.93,0.09,0,14.213967772076519,0
27.70815120909379,9.99,2.44,0,14.213967772076519,0
27.70815120909379,9.93,0.26,0,14.213967772076519,0
27.70815120909379,12.99,1.07,0,14.213967772076519,0
27.70815120909379,13.82,0.87,0,14.213967772076519,0
27.70815120909379,13.34,1.05,0,14.213967772076519,0
27.70815120909379,12.8,2.09,0,14.213967772076519,0
27.70815120909379,11.11,2.4,0,14.213967772076519,0
27.70815120909379,8.59,3.6,0,14.213967772076519,0
27.70815120909379,8.15,3.1,0,14.213967772076519,0
27.70815120909379,8.79,1.82,0,14.213967772076519,0
27.70815120909379,11.03,1.7,0,14.213967772076519,0
27.70815120909379,12.41,2.5,0,14.213967772076519,0
27.70815120909379,11.55,2.95,0,14.213967772076519,0
27.70815120909379,12.11,2.33,0,14.213967772076519,0
27.70815120909379,12.92,0.88,0,14.213967772076519,0
27.70815120909379,13.77,0.94,0,14.213967772076519,0
27.70815120909379,16.1,0.81,0,14.213967772076519,0
27.70815120909379,15.36,0.15,0,14.213967772076519,0
27.70815120909379,12.33,2.09,0,14.213967772076519,0
27.70815120909379,15.48,1.82,0,14.213967772076519,0
27.70815120909379,15.16,0.39,0,14.213967772076519,0
27.70815120909379,12.27,1.4,0,14.213967772076519,0
27.70815120909379,12.5,0.55,0,14.213967772076519,0
27.70815120909379,14.06,2.15,0,14.213967772076519,0
27.70815120909379,17.13,1.84,0,14.213967772076519,0
29.156383865684614,13.43,2.17,0,14.833492756237282,0
29.96371834733681,16.41,0.21,0,4.1939522684862025,0
15.20196562150051,15.56,0.25,0,3.4856376197686467,0
27.70815120909379,12.7,1.97,0,14.213967772076519,0
27.70815120909379,13.16,1.31,0,14.213967772076519,0
27.70815120909379,12.89,0.76,0,14.213967772076519,0
27.70815120909379,14.23,1.07,0,14.213967772076519,0
27.70815120909379,14.3,2.88,0,14.213967772076519,0
27.70815120909379,12.27,3.71,0,14.213967772076519,0
27.70815120909379,12.7,1.27,0,14.213967772076519,0
27.70815120909379,13.15,1.31,0,14.213967772076519,0
27.70815120909379,13.66,2.63,0,14.213967772076519,0
27.70815120909379,14.83,0.14,0,14.213967772076519,0
29.156383865684614,15.96,0.29,0,14.833492756237282,0
27.70815120909379,13.9,3.61,0,14.213967772076519,0
27.70815120909379,14.31,0.82,0,14.213967772076519,0
27.70815120909379,16.76,2.61,0,14.213967772076519,0
27.70815120909379,16.19,2.46,0,14.213967772076519,0
27.70815120909379,18.29,1.84,0,14.213967772076519,0
27.70815120909379,17.07,1.77,0,14.213967772076519,0
27.70815120909379,16.24,2.66,0,14.213967772076519,0
27.70815120909379,16.57,2.07,0,14.213967772076519,0
27.70815120909379,16.79,2.68,0,14.213967772076519,0
27.70815120909379,17.68,1.56,0,14.213967772076519,0
27.70815120909379,17.0,2.72,0,14.213967772076519,0
27.70815120909379,14.54,3.59,0,14.213967772076519,0
27.70815120909379,15.53,3.33,0,14.213967772076519,0
27.70815120909379,15.94,1.91,0,14.213967772076519,0
27.70815120909379,18.02,0.24,0,14.213967772076519,0
27.70815120909379,20.72,0.74,0,14.213967772076519,0
27.70815120909379,20.46,0.56,0,14.213967772076519,0
27.70815120909379,21.93,0.4,0,14.213967772076519,0
27.70815120909379,23.61,1.37,0,14.213967772076519,0
27.70815120909379,21.12,2.86,0,14.213967772076519,0
27.70815120909379,17.83,2.95,0,14.213967772076519,0
27.70815120909379,19.62,2.25,0,14.213967772076519,0
27.70815120909379,19.09,1.14,0,14.213967772076519,0
27.70815120909379,17.64,2.23,0,14.213967772076519,0
27.70815120909379,18.61,1.34,0,14.213967772076519,0
27.70815120909379,18.9,2.37,0,14.213967772076519,0
27.70815120909379,20.95,0.59,0,14.213967772076519,0
27.70815120909379,21.75,0.73,0,14.213967772076519,0
27.70815120909379,20.3,2.71,0,14.213967772076519,0
27.70815120909379,19.52,2.34,0,14.213967772076519,0
27.70815120909379,19.66,2.71,0,14.213967772076519,0
27.70815120909379,20.84,2.98,0,14.213967772076519,0
27.70815120909379,20.79,2.38,0,14.213967772076519,0
27.70815120909379,19.94,1.88,0,14.213967772076519,0
27.70815120909379,21.17,1.92,0,14.213967772076519,0
27.70815120909379,19.85,2.91,0,14.213967772076519,0
27.70815120909379,18.83,2.65,0,14.213967772076519,0
27.70815120909379,19.41,1.04,0,14.213967772076519,0
27.70815120909379,19.73,0.95,0,14.213967772076519,0
27.70815120909379,22.55,0.88,0,14.213967772076519,0
27.70815120909379,21.79,1.27,0,14.213967772076519,0
27.70815120909379,22.61,0.21,0,14.213967772076519,0
27.70815120909379,23.22,1.13,0,14.213967772076519,0
27.70815120909379,22.64,0.87,0,14.213967772076519,0
27.70815120909379,23.67,2.12,0,14.213967772076519,0
27.70815120909379,23.59,2.27,0,14.213967772076519,0
27.70815120909379,24.54,1.88,0,14.213967772076519,0
27.70815120909379,26.45,0.6,0,14.213967772076519,0
27.70815120909379,27.23,0.54,0,14.213967772076519,0
27.70815120909379,26.45,3.14,0,14.213967772076519,0
27.70815120909379,25.21,3.03,0,14.213967772076519,0
27.70815120909379,23.28,0.12,0,14.213967772076519,0
27.70815120909379,22.63,0.85,0,14.213967772076519,0
27.70815120909379,23.4,2.24,0,14.213967772076519,0
27.70815120909379,22.82,1.45,0,14.213967772076519,0
27.70815120909379,23.34,2.6,0,14.213967772076519,0
27.70815120909379,24.78,1.74,0,14.213967772076519,0
27.70815120909379,22.63,2.12,0,14.213967772076519,0
27.70815120909379,23.89,1.25,0,14.213967772076519,0
27.70815120909379,24.79,2.59,0,14.213967772076519,0
27.70815120909379,25.78,3.44,0,14.213967772076519,0
27.70815120909379,25.88,3.51,0,14.213967772076519,0
27.70815120909379,26.05,3.13,0,14.213967772076519,0
27.70815120909379,26.46,2.83,0,14.213967772076519,0
27.70815120909379,25.6,3.88,0,14.213967772076519,0
27.70815120909379,25.31,5.54,0,14.213967772076519,0
27.70815120909379,25.1,5.05,0,14.213967772076519,0
27.70815120909379,25.32,3.79,0,14.213967772076519,0
27.70815120909379,22.9,2.17,0,14.213967772076519,0
27.70815120909379,24.91,0.47,0,14.213967772076519,0
27.70815120909379,26.34,2.84,0,14.213967772076519,0
27.70815120909379,24.75,3.65,0,14.213967772076519,0
